user_type,purchase_frequency,avg_order_value,product_category,product_price,rating,discount_percentage,purchase
new,2,76.29,Clothing,248.17,4.8,20,0
new,1,70.8,Electronics,103.04,4.2,15,0
returning,6,126.1,Home & Kitchen,262.4,4.2,0,1
new,2,30.69,Books,20.62,4.8,25,0
loyal,15,102.72,Electronics,1130.03,2.6,0,1
loyal,18,266.51,Sports,291.11,3.4,10,1
new,2,35.41,Beauty,142.76,4.6,0,0
returning,7,149.37,Clothing,265.74,2.2,0,0
loyal,18,273.06,Home & Kitchen,294.49,1.0,20,1
loyal,13,105.54,Home & Kitchen,200.42,3.0,10,1
loyal,17,173.59,Clothing,168.54,4.4,30,1
returning,8,125.56,Beauty,67.46,2.1,5,0
returning,9,40.03,Electronics,183.29,3.8,10,1
returning,5,55.0,Clothing,282.66,3.9,0,1
loyal,14,216.4,Clothing,58.61,4.3,20,1
returning,8,106.79,Home & Kitchen,294.71,4.0,20,1
loyal,14,116.47,Beauty,38.2,2.6,20,1
new,2,55.87,Clothing,114.32,2.3,25,0
loyal,19,130.11,Electronics,829.74,2.1,15,1
returning,5,117.2,Home & Kitchen,135.6,2.9,5,0
returning,7,140.05,Electronics,487.79,3.7,25,1
returning,6,60.85,Electronics,434.75,2.4,20,1
new,2,52.02,Clothing,292.95,4.6,10,0
new,1,64.67,Clothing,178.83,3.8,15,0
new,1,47.07,Clothing,202.08,1.5,20,0
new,1,58.55,Clothing,127.08,3.6,10,0
returning,6,86.17,Electronics,205.41,2.0,25,1
loyal,19,112.56,Home & Kitchen,105.56,4.7,0,1
returning,8,137.96,Electronics,486.64,4.2,0,1
new,3,76.98,Sports,247.06,2.0,20,0
loyal,11,238.81,Clothing,24.26,1.7,20,1
returning,5,103.57,Books,15.6,2.8,20,1
loyal,13,297.92,Beauty,155.65,4.6,0,1
returning,8,56.1,Clothing,195.69,2.8,0,0
new,2,66.38,Books,30.85,4.6,0,0
returning,8,106.3,Beauty,71.29,2.9,5,0
returning,8,124.42,Clothing,79.77,1.5,10,0
new,3,22.29,Sports,360.77,2.1,0,0
new,1,79.36,Electronics,106.57,1.5,20,0
new,1,45.4,Clothing,72.21,1.4,25,0
new,1,66.62,Beauty,51.04,4.2,5,0
returning,3,115.98,Electronics,412.24,1.9,10,0
returning,6,92.06,Books,42.96,4.5,0,1
new,3,69.05,Beauty,192.32,2.1,0,0
returning,9,55.16,Sports,267.89,1.3,0,0
returning,5,88.24,Home & Kitchen,462.16,4.9,40,1
new,3,42.54,Sports,276.86,3.6,5,0
new,1,55.26,Clothing,185.1,4.4,0,0
new,2,22.96,Clothing,144.43,1.7,10,0
returning,4,149.45,Home & Kitchen,355.37,4.7,20,1
new,3,77.74,Home & Kitchen,283.33,2.4,25,0
returning,7,80.0,Home & Kitchen,215.3,1.6,20,0
returning,8,47.13,Home & Kitchen,391.32,2.1,25,0
returning,9,94.22,Clothing,63.63,4.6,0,1
new,2,23.45,Home & Kitchen,221.21,1.4,10,0
returning,7,80.24,Sports,281.16,4.6,0,1
returning,5,78.66,Home & Kitchen,409.84,3.1,0,1
loyal,16,197.49,Clothing,236.86,3.8,0,1
loyal,16,167.88,Beauty,148.76,4.3,10,1
returning,3,60.71,Clothing,173.61,3.5,10,1
returning,8,87.88,Beauty,94.03,4.3,0,1
returning,7,62.49,Electronics,1100.67,4.5,25,1
loyal,14,211.57,Clothing,160.84,3.5,25,1
new,1,20.1,Electronics,1052.75,3.9,30,0
loyal,13,104.84,Electronics,322.7,2.6,30,1
returning,3,40.85,Books,20.83,1.3,20,1
returning,3,93.35,Clothing,186.75,5.0,25,1
new,3,36.68,Beauty,131.19,4.6,25,0
returning,4,48.36,Home & Kitchen,245.24,2.3,30,1
returning,4,147.62,Clothing,200.57,1.2,15,0
new,3,38.34,Books,5.36,3.9,20,0
new,1,78.61,Home & Kitchen,147.05,4.5,20,0
loyal,13,134.58,Beauty,114.84,4.2,0,1
returning,6,97.71,Home & Kitchen,298.26,3.6,0,1
returning,6,128.02,Electronics,376.22,3.4,0,0
new,2,35.69,Books,59.59,2.2,0,0
returning,5,84.16,Clothing,34.21,3.6,5,1
returning,4,47.71,Home & Kitchen,253.21,1.2,10,0
returning,6,42.53,Sports,178.7,3.7,25,1
returning,5,136.12,Clothing,214.86,1.4,0,0
returning,5,92.66,Home & Kitchen,163.46,1.2,25,0
returning,4,56.49,Clothing,100.16,4.4,30,1
new,1,60.05,Electronics,300.51,2.0,5,0
loyal,8,117.42,Home & Kitchen,234.52,4.7,40,1
returning,7,116.94,Home & Kitchen,413.9,2.4,0,0
returning,5,84.81,Clothing,209.62,1.9,30,1
returning,3,120.1,Clothing,150.28,2.0,0,0
loyal,9,239.87,Beauty,189.68,4.8,15,1
new,1,54.09,Electronics,1078.53,2.4,25,0
new,1,37.01,Clothing,175.67,3.8,30,0
returning,6,125.11,Beauty,163.28,4.6,10,1
returning,5,45.61,Sports,59.69,4.4,0,1
loyal,11,142.28,Clothing,276.26,3.2,15,1
new,3,38.4,Beauty,181.5,5.0,40,0
loyal,16,270.32,Electronics,553.85,4.5,30,1
new,2,40.68,Clothing,287.55,3.6,20,0
new,3,39.82,Beauty,39.16,2.9,0,0
loyal,10,289.64,Sports,125.25,4.5,0,1
returning,5,130.14,Clothing,224.49,1.1,30,0
returning,9,54.55,Electronics,1081.37,4.1,20,1
new,1,49.03,Electronics,313.4,2.1,0,0
returning,9,92.0,Clothing,283.78,3.9,30,1
returning,5,44.06,Beauty,148.85,3.2,5,1
loyal,12,103.7,Home & Kitchen,469.15,2.8,5,1
loyal,13,97.68,Home & Kitchen,203.45,1.7,40,1
returning,7,117.05,Home & Kitchen,404.07,3.6,10,1
returning,4,139.3,Beauty,99.25,2.2,0,0
returning,3,49.2,Electronics,1138.01,4.6,25,1
returning,6,66.87,Books,13.47,3.5,15,1
new,1,74.17,Sports,381.57,3.8,5,0
returning,3,145.59,Clothing,131.48,4.2,15,1
new,1,34.37,Beauty,193.38,2.0,15,0
new,3,70.34,Books,6.56,2.4,5,0
new,1,57.56,Electronics,1002.22,2.7,0,0
returning,4,42.12,Clothing,196.41,4.8,25,1
loyal,16,257.92,Home & Kitchen,452.88,1.8,10,1
returning,8,107.07,Home & Kitchen,80.09,2.5,15,0
returning,4,58.57,Home & Kitchen,364.35,1.9,0,0
new,3,20.95,Clothing,283.03,3.8,0,0
returning,5,118.46,Books,55.55,4.3,0,1
new,1,30.6,Clothing,71.45,2.6,30,0
returning,5,89.19,Clothing,160.42,3.8,5,1
loyal,9,233.02,Clothing,270.19,1.6,25,1
new,1,57.5,Books,50.54,1.6,10,0
new,2,37.57,Electronics,824.15,4.8,10,0
returning,4,149.32,Clothing,136.72,2.9,0,0
loyal,19,136.6,Clothing,207.05,1.6,0,1
loyal,13,262.79,Electronics,463.85,1.1,20,1
loyal,17,238.91,Clothing,211.51,5.0,10,1
returning,6,48.34,Home & Kitchen,376.95,3.0,40,1
loyal,12,87.5,Books,5.46,3.4,15,1
new,3,38.26,Books,44.37,2.1,20,0
new,3,43.44,Home & Kitchen,122.02,4.3,30,0
loyal,15,226.4,Electronics,497.69,3.6,25,1
loyal,16,222.98,Sports,187.53,1.4,5,1
new,1,49.31,Electronics,1185.19,2.8,5,0
new,3,54.8,Books,5.24,2.7,0,0
new,2,30.54,Sports,315.44,1.3,10,0
new,1,39.82,Books,52.59,3.6,20,0
new,1,64.15,Clothing,84.01,1.4,20,0
loyal,12,273.93,Clothing,86.68,1.1,20,1
returning,7,132.58,Electronics,1032.7,1.1,10,1
loyal,16,227.54,Home & Kitchen,329.08,3.8,5,1
loyal,15,211.22,Home & Kitchen,448.53,3.5,10,1
returning,4,74.93,Books,33.11,2.0,5,0
loyal,18,146.22,Electronics,337.08,4.8,0,1
returning,6,111.98,Beauty,176.72,1.7,15,0
returning,5,117.04,Books,28.63,4.4,15,1
returning,4,88.15,Electronics,397.63,3.5,5,0
returning,8,42.92,Clothing,76.95,1.5,10,0
loyal,19,263.74,Home & Kitchen,431.17,1.7,20,1
loyal,14,219.5,Home & Kitchen,331.93,4.3,0,1
returning,3,136.67,Electronics,886.54,1.4,20,1
loyal,13,111.12,Electronics,737.58,4.5,30,1
new,2,43.37,Beauty,195.33,2.3,0,0
loyal,19,104.42,Electronics,137.11,4.0,0,1
returning,5,80.79,Electronics,740.63,3.4,25,1
new,1,57.54,Beauty,178.68,1.3,5,0
returning,6,99.35,Home & Kitchen,67.65,2.0,25,1
returning,7,68.2,Home & Kitchen,363.85,4.8,0,1
new,3,23.04,Home & Kitchen,118.91,1.1,10,0
loyal,15,158.85,Home & Kitchen,480.16,3.9,5,1
new,3,23.45,Home & Kitchen,300.02,3.1,15,0
loyal,17,112.8,Sports,183.49,2.3,10,1
returning,6,109.35,Clothing,40.06,4.6,0,1
returning,4,68.39,Clothing,265.29,2.8,20,0
returning,7,41.14,Electronics,446.15,1.2,30,0
returning,9,126.75,Books,37.66,2.7,5,0
returning,9,145.31,Home & Kitchen,345.46,3.3,15,1
returning,9,119.14,Electronics,759.27,3.6,15,1
returning,5,130.88,Clothing,67.63,2.5,0,0
returning,8,135.02,Electronics,187.39,1.9,20,1
loyal,15,105.16,Clothing,106.37,4.4,0,1
new,2,41.48,Sports,68.97,2.4,10,0
returning,4,120.74,Books,42.57,3.9,10,1
new,1,23.59,Electronics,751.27,4.6,0,0
loyal,12,94.64,Clothing,298.37,3.0,5,1
loyal,16,136.85,Electronics,316.1,4.2,25,1
new,3,67.06,Books,44.34,3.7,20,0
new,1,32.89,Home & Kitchen,266.79,4.5,0,0
new,2,77.83,Sports,131.11,2.7,40,0
returning,5,141.59,Books,31.33,2.4,30,0
returning,8,101.74,Home & Kitchen,448.84,1.4,0,0
loyal,10,241.16,Beauty,84.05,3.7,5,1
returning,4,82.8,Books,25.81,1.4,25,0
new,2,77.51,Clothing,251.45,2.5,0,0
loyal,13,152.46,Home & Kitchen,191.58,4.2,20,1
returning,6,130.45,Home & Kitchen,174.77,1.6,15,1
returning,6,66.26,Home & Kitchen,136.25,3.6,20,1
new,2,49.28,Electronics,850.57,3.6,25,0
returning,5,126.34,Clothing,264.98,3.7,30,1
loyal,18,267.75,Clothing,234.56,2.7,0,1
returning,7,49.72,Electronics,795.4,3.3,0,0
returning,3,106.15,Sports,143.63,1.8,5,0
returning,4,125.21,Books,18.71,1.7,0,0
loyal,17,208.91,Books,33.09,4.6,5,1
new,2,26.23,Home & Kitchen,67.58,1.1,30,0
returning,8,115.15,Books,28.81,1.1,10,0
loyal,10,169.47,Sports,255.06,1.1,0,1
new,3,52.37,Clothing,255.15,2.2,5,0
returning,7,86.47,Books,25.36,2.0,5,0
returning,6,116.64,Clothing,75.88,3.2,20,1
returning,6,148.2,Beauty,111.27,4.8,15,1
returning,8,115.4,Beauty,99.65,1.3,0,0
returning,3,103.74,Sports,154.29,3.3,0,0
returning,5,85.29,Electronics,250.7,3.9,0,1
new,3,39.17,Clothing,228.91,4.8,15,0
returning,7,87.54,Electronics,391.08,4.0,5,1
new,1,44.48,Home & Kitchen,271.76,5.0,20,0
new,2,53.78,Home & Kitchen,108.43,2.2,0,0
loyal,13,124.25,Clothing,290.72,4.6,15,1
returning,8,41.92,Books,49.61,1.2,30,1
loyal,19,299.68,Clothing,225.71,3.3,30,1
new,2,54.29,Beauty,93.97,4.7,15,0
returning,8,87.95,Electronics,1087.21,3.9,10,1
new,2,46.31,Clothing,18.42,1.7,25,0
loyal,12,227.2,Home & Kitchen,311.46,2.5,25,1
loyal,12,237.97,Home & Kitchen,205.97,1.6,0,1
new,3,44.56,Electronics,122.06,2.4,5,0
loyal,8,106.35,Beauty,54.63,3.8,0,1
new,2,50.26,Home & Kitchen,93.54,1.6,10,0
returning,5,111.59,Beauty,95.55,3.0,5,1
loyal,17,166.74,Beauty,168.9,2.0,20,1
loyal,8,151.34,Home & Kitchen,142.5,1.3,30,1
loyal,14,284.75,Sports,264.56,1.4,5,1
returning,7,66.66,Beauty,51.89,1.1,30,0
new,2,31.67,Sports,104.4,2.1,20,0
new,3,22.42,Beauty,39.36,4.8,15,0
returning,8,91.19,Beauty,103.93,3.1,20,1
loyal,12,154.36,Home & Kitchen,207.84,2.9,10,1
new,1,50.56,Clothing,62.04,1.6,15,0
returning,5,101.11,Sports,160.83,2.6,0,0
returning,6,147.2,Books,13.49,1.8,0,0
returning,4,124.03,Clothing,124.6,2.7,30,1
returning,7,148.13,Clothing,205.59,2.9,25,1
returning,7,119.32,Books,54.5,4.6,0,1
loyal,13,139.68,Home & Kitchen,178.64,3.9,20,1
new,1,75.33,Electronics,350.23,4.1,20,0
loyal,10,125.4,Electronics,471.38,4.8,20,1
new,3,55.76,Books,26.46,4.0,15,0
new,1,29.12,Clothing,148.39,3.8,0,0
returning,9,117.17,Home & Kitchen,206.35,3.8,0,0
loyal,18,227.4,Beauty,185.73,3.0,0,1
new,2,29.11,Beauty,79.77,1.6,0,0
returning,6,129.49,Electronics,132.42,3.4,5,0
returning,3,80.87,Electronics,942.56,2.4,15,0
new,3,74.36,Home & Kitchen,217.93,4.9,5,0
loyal,13,99.63,Books,41.02,1.8,30,1
loyal,12,157.08,Electronics,755.64,3.6,0,1
new,3,26.25,Clothing,256.06,4.4,0,0
returning,5,147.77,Beauty,150.52,2.7,0,1
loyal,19,189.35,Sports,104.75,3.7,15,1
returning,8,61.79,Home & Kitchen,414.02,2.6,40,1
returning,8,57.66,Electronics,628.5,1.7,25,0
new,1,33.56,Clothing,108.07,1.8,20,0
returning,8,47.32,Clothing,133.1,2.2,0,0
new,3,60.02,Clothing,287.36,2.6,0,0
loyal,19,143.29,Home & Kitchen,47.19,3.5,20,1
returning,8,42.6,Home & Kitchen,468.23,3.6,15,1
new,1,78.87,Electronics,1136.69,4.2,50,0
loyal,9,173.86,Beauty,37.41,4.4,10,1
new,1,52.59,Home & Kitchen,209.0,1.1,50,0
returning,9,55.12,Home & Kitchen,400.04,3.0,0,1
returning,4,60.42,Sports,383.58,4.1,25,1
new,3,31.36,Home & Kitchen,132.77,4.8,15,0
loyal,12,278.6,Sports,45.8,3.9,10,1
loyal,17,229.22,Clothing,203.45,2.1,40,1
new,3,78.83,Clothing,35.87,2.5,10,0
returning,3,128.83,Home & Kitchen,118.67,5.0,10,1
returning,8,68.98,Home & Kitchen,226.8,2.1,5,0
loyal,17,138.01,Clothing,174.7,3.8,25,1
returning,3,116.37,Books,30.74,1.9,10,1
returning,7,58.27,Electronics,1010.61,3.9,30,1
returning,5,48.67,Books,26.26,1.4,40,1
returning,3,40.05,Home & Kitchen,267.8,2.8,5,1
returning,4,46.35,Books,32.55,2.2,0,0
new,3,24.02,Home & Kitchen,117.3,1.1,10,0
loyal,14,219.57,Sports,165.22,1.6,0,1
returning,4,47.12,Clothing,277.84,1.2,30,1
loyal,16,190.19,Sports,201.87,1.7,25,1
new,1,42.18,Electronics,209.92,3.8,0,0
returning,3,141.0,Books,37.9,1.6,25,0
loyal,15,94.16,Home & Kitchen,244.33,4.9,0,1
returning,5,117.3,Beauty,119.69,1.6,25,1
loyal,19,272.24,Beauty,189.65,4.9,0,1
loyal,10,133.67,Beauty,115.62,4.0,5,1
returning,3,59.74,Electronics,972.41,2.1,0,0
returning,6,78.57,Beauty,109.48,4.5,0,1
new,3,71.35,Clothing,160.26,4.9,10,0
returning,8,94.44,Electronics,966.18,4.8,0,1
new,3,40.51,Clothing,116.24,2.4,20,0
returning,8,129.5,Home & Kitchen,256.63,2.3,5,1
returning,7,133.98,Books,43.23,1.6,25,1
returning,9,134.4,Clothing,279.93,5.0,5,1
new,1,60.86,Electronics,767.86,2.0,40,0
loyal,19,180.82,Home & Kitchen,292.36,1.2,50,1
new,2,54.03,Sports,105.64,2.1,5,0
new,2,53.01,Home & Kitchen,157.31,4.0,40,0
new,1,46.29,Books,21.97,4.2,15,0
loyal,11,266.77,Home & Kitchen,367.5,1.2,20,1
loyal,18,292.31,Beauty,145.49,4.9,10,1
returning,7,77.83,Sports,118.5,4.8,15,1
loyal,15,291.9,Home & Kitchen,34.8,1.1,0,1
new,2,66.2,Clothing,39.58,2.8,40,0
loyal,17,271.44,Beauty,135.59,2.8,15,1
new,3,34.16,Sports,265.43,3.0,25,0
new,2,44.01,Electronics,1040.33,3.5,10,0
new,3,75.33,Home & Kitchen,37.47,4.1,25,0
returning,9,88.63,Beauty,22.18,1.6,20,1
loyal,12,104.05,Home & Kitchen,424.6,2.9,0,1
returning,4,79.42,Clothing,232.16,1.8,15,0
loyal,11,279.31,Books,58.16,2.1,25,1
returning,8,66.99,Clothing,114.22,2.2,0,1
new,3,74.32,Clothing,254.47,2.3,25,0
returning,8,62.1,Sports,148.01,2.8,40,1
returning,7,114.48,Home & Kitchen,388.09,3.1,40,1
loyal,12,245.22,Beauty,135.59,2.2,15,1
returning,9,114.18,Beauty,125.59,3.3,40,1
returning,9,44.68,Books,21.37,2.2,15,1
new,2,66.09,Beauty,52.04,4.0,0,0
returning,7,95.35,Clothing,190.28,4.5,10,1
loyal,18,211.21,Home & Kitchen,168.03,4.0,0,1
new,1,58.16,Home & Kitchen,397.38,4.2,5,0
loyal,16,106.45,Home & Kitchen,451.2,2.8,0,1
returning,8,125.35,Electronics,558.49,2.9,0,0
new,1,47.89,Clothing,186.44,1.2,30,0
loyal,15,108.75,Clothing,79.69,3.7,40,1
returning,7,106.7,Home & Kitchen,322.66,1.8,0,0
returning,6,141.79,Sports,148.32,3.5,5,1
new,2,45.06,Sports,212.26,2.1,20,0
new,3,22.15,Clothing,241.3,2.8,40,0
loyal,17,119.07,Clothing,162.19,4.9,15,1
returning,5,81.2,Electronics,413.2,4.7,0,1
loyal,10,175.98,Clothing,199.95,1.2,30,1
new,1,58.24,Beauty,142.58,4.8,0,0
new,2,46.27,Sports,324.69,3.6,30,0
new,1,26.27,Clothing,206.6,3.5,30,0
returning,5,111.13,Clothing,296.34,1.4,20,1
loyal,15,212.74,Clothing,19.4,4.4,40,1
returning,8,104.85,Clothing,198.85,3.3,25,1
returning,9,139.77,Beauty,27.14,1.1,40,1
loyal,10,162.76,Home & Kitchen,442.72,4.0,25,1
loyal,12,267.56,Beauty,22.46,4.8,0,1
new,1,56.5,Home & Kitchen,499.62,3.8,0,0
loyal,9,212.31,Clothing,241.13,2.3,20,1
returning,5,59.22,Clothing,297.68,3.9,20,1
new,2,24.0,Electronics,1028.94,3.4,5,0
new,1,31.16,Beauty,55.29,2.2,25,0
returning,4,122.05,Beauty,45.14,2.6,0,0
returning,5,105.54,Beauty,54.56,2.6,15,1
new,1,42.54,Electronics,344.73,3.9,0,0
new,1,35.37,Beauty,108.29,2.0,30,0
loyal,15,80.34,Electronics,682.63,3.9,10,1
loyal,10,280.83,Electronics,1032.14,1.3,0,1
loyal,16,108.95,Clothing,97.6,3.3,5,1
new,2,43.38,Home & Kitchen,136.06,1.7,20,0
new,1,66.47,Beauty,70.35,4.2,0,0
new,1,57.37,Books,7.89,2.0,25,0
new,1,25.91,Electronics,160.3,4.6,15,0
returning,8,110.62,Clothing,102.52,2.5,0,1
returning,5,99.85,Clothing,227.55,2.5,40,1
returning,8,95.89,Electronics,720.66,4.3,0,1
returning,4,81.41,Clothing,78.21,4.0,15,1
new,2,43.33,Books,47.22,2.6,0,0
returning,3,148.48,Clothing,133.09,4.8,5,1
returning,3,96.08,Beauty,169.71,4.6,0,1
returning,6,46.02,Home & Kitchen,451.98,2.4,5,0
new,1,31.79,Clothing,244.03,5.0,10,0
returning,8,124.65,Clothing,293.74,1.6,10,0
new,3,42.63,Books,25.26,4.3,15,0
new,1,36.1,Home & Kitchen,21.95,3.0,20,0
loyal,12,109.39,Electronics,131.48,2.7,40,1
loyal,13,151.53,Sports,370.53,4.0,5,1
new,2,20.9,Electronics,848.06,3.5,25,0
new,3,55.18,Sports,86.14,3.1,0,0
returning,5,83.2,Electronics,844.09,1.5,20,1
new,1,36.09,Beauty,185.58,4.8,0,0
returning,6,133.72,Home & Kitchen,311.78,2.7,15,1
new,1,78.76,Home & Kitchen,389.91,3.8,15,0
new,1,62.54,Electronics,1087.06,3.6,0,0
loyal,9,198.73,Clothing,184.3,2.2,30,1
loyal,13,285.52,Beauty,183.71,1.9,0,1
new,1,24.79,Beauty,167.21,4.4,20,0
returning,5,62.91,Home & Kitchen,116.89,1.4,40,1
new,1,61.6,Clothing,86.59,2.1,5,0
new,2,75.02,Electronics,1126.83,2.6,20,0
loyal,15,129.51,Books,39.34,4.7,20,1
returning,6,113.79,Clothing,80.19,2.7,0,1
returning,4,134.4,Electronics,172.07,2.0,0,0
loyal,9,280.89,Books,58.3,2.8,10,1
loyal,13,136.62,Home & Kitchen,209.23,2.2,0,1
loyal,14,238.88,Electronics,715.13,2.3,0,1
new,2,32.16,Electronics,1063.43,2.8,5,0
new,2,44.1,Books,11.27,1.3,30,0
returning,4,121.31,Electronics,559.2,1.5,0,0
returning,8,103.19,Beauty,37.62,5.0,25,1
loyal,14,119.42,Clothing,291.68,4.4,0,1
returning,9,58.33,Electronics,1190.95,3.2,5,1
loyal,16,148.91,Beauty,27.93,1.2,0,1
new,2,43.85,Home & Kitchen,287.96,2.8,40,0
loyal,19,242.1,Clothing,178.26,3.1,0,1
returning,8,44.36,Clothing,99.71,3.8,40,1
loyal,14,280.24,Electronics,285.04,1.8,5,1
new,2,48.2,Books,50.95,3.2,5,0
returning,8,123.44,Clothing,246.9,2.9,15,1
loyal,17,266.15,Books,44.38,2.9,30,1
returning,8,58.82,Home & Kitchen,457.57,2.2,0,0
returning,6,46.82,Books,40.22,2.8,10,0
loyal,14,197.58,Beauty,129.93,4.8,0,1
returning,3,87.57,Home & Kitchen,154.24,3.0,40,1
returning,4,119.24,Clothing,184.51,4.7,15,1
new,1,50.65,Clothing,22.94,3.7,10,0
loyal,19,121.28,Electronics,683.71,1.9,5,1
returning,8,91.53,Beauty,88.92,2.9,25,1
returning,5,80.61,Beauty,49.15,2.9,10,0
new,1,70.39,Clothing,80.04,1.4,0,0
returning,7,75.08,Beauty,123.46,4.4,10,1
new,1,41.31,Home & Kitchen,369.94,1.4,20,0
new,1,46.65,Home & Kitchen,356.82,1.9,25,0
returning,7,104.44,Electronics,502.89,2.4,30,1
new,3,66.8,Clothing,73.49,4.5,15,0
new,3,37.08,Home & Kitchen,450.16,3.9,15,0
returning,5,104.19,Electronics,1167.17,2.5,10,0
new,1,73.96,Home & Kitchen,354.97,4.8,0,0
returning,3,74.83,Sports,316.79,4.0,5,1
new,3,65.16,Books,46.22,5.0,40,0
returning,4,95.7,Home & Kitchen,247.0,2.3,40,1
returning,7,61.85,Home & Kitchen,250.65,4.0,5,1
returning,6,58.1,Electronics,1050.95,1.9,0,0
new,2,43.64,Sports,137.58,2.2,50,0
new,2,46.78,Sports,288.47,2.5,30,0
new,2,57.03,Books,27.55,3.2,20,0
returning,7,50.13,Electronics,287.86,3.1,30,1
loyal,12,270.18,Clothing,213.87,2.4,10,1
new,1,21.01,Electronics,752.37,4.7,10,0
new,1,69.79,Home & Kitchen,382.19,5.0,0,0
new,1,29.21,Clothing,273.06,3.4,30,0
returning,3,112.17,Books,33.01,4.2,0,0
returning,3,87.14,Home & Kitchen,446.06,4.3,5,1
returning,3,99.1,Electronics,976.89,1.5,10,0
loyal,18,144.4,Books,42.85,4.3,25,1
returning,3,47.64,Electronics,1035.2,1.7,10,1
new,3,38.2,Beauty,181.67,4.4,40,0
new,1,49.43,Clothing,108.0,4.6,5,0
returning,9,92.14,Clothing,203.06,3.8,5,1
returning,6,134.86,Electronics,270.32,2.6,0,1
returning,7,73.69,Sports,272.79,4.5,15,1
returning,4,119.66,Home & Kitchen,378.45,4.3,30,1
returning,6,103.82,Clothing,145.25,3.6,5,1
loyal,13,131.55,Electronics,342.94,2.4,0,1
returning,8,63.32,Books,23.22,3.4,5,1
loyal,15,167.2,Clothing,76.31,2.7,10,1
new,3,20.06,Sports,102.18,4.9,15,0
returning,6,119.76,Sports,87.16,3.2,25,1
loyal,9,92.33,Books,54.56,2.3,25,1
returning,8,41.9,Sports,353.08,4.9,0,1
loyal,18,83.52,Electronics,1108.79,1.7,20,1
returning,9,135.06,Clothing,92.98,2.3,0,0
new,2,27.07,Clothing,100.83,4.4,30,0
returning,3,46.86,Electronics,530.24,4.1,20,1
new,2,66.99,Sports,219.47,1.4,20,0
loyal,15,258.76,Electronics,126.94,2.3,30,1
loyal,19,149.62,Beauty,99.91,1.4,10,1
new,2,54.76,Beauty,25.13,1.8,15,0
new,3,75.68,Clothing,254.3,2.5,10,0
returning,6,87.85,Electronics,1135.27,1.6,15,0
returning,4,124.28,Electronics,230.12,4.3,0,1
new,2,34.07,Clothing,297.67,3.8,0,0
returning,7,106.34,Home & Kitchen,239.31,3.2,20,1
returning,3,88.29,Home & Kitchen,277.41,4.4,30,1
new,1,21.45,Home & Kitchen,279.52,3.6,30,0
loyal,17,89.95,Beauty,170.6,4.8,25,1
loyal,13,275.53,Clothing,47.87,2.6,25,1
loyal,15,145.21,Electronics,870.86,4.5,10,1
loyal,19,226.35,Beauty,136.64,1.5,0,1
new,2,70.11,Clothing,291.09,3.9,25,0
new,2,49.67,Clothing,214.64,1.6,30,0
new,3,61.02,Beauty,197.01,2.3,15,0
loyal,18,239.92,Sports,217.45,4.0,0,1
loyal,19,96.88,Sports,63.12,4.1,30,1
returning,9,83.45,Electronics,1189.06,2.7,10,1
loyal,8,273.74,Home & Kitchen,278.43,1.3,5,1
returning,4,80.28,Electronics,820.25,3.2,25,1
returning,8,49.06,Sports,168.72,2.8,25,1
returning,9,52.0,Clothing,66.22,1.4,25,1
new,1,63.36,Electronics,1160.28,3.4,20,0
new,2,49.22,Beauty,132.33,1.7,10,0
returning,8,131.22,Sports,170.88,2.9,40,1
returning,6,121.88,Books,39.24,1.1,15,0
returning,7,123.6,Electronics,542.2,1.2,30,1
returning,6,147.87,Home & Kitchen,479.22,3.4,25,1
new,3,31.24,Beauty,66.29,3.2,0,0
returning,5,99.99,Home & Kitchen,433.84,3.5,50,1
returning,8,68.92,Electronics,515.91,2.1,30,1
returning,3,65.33,Electronics,281.83,4.3,15,1
loyal,16,94.21,Beauty,175.71,2.5,30,1
returning,3,77.03,Home & Kitchen,383.12,1.2,5,0
returning,4,111.96,Books,17.92,4.3,20,1
loyal,17,227.11,Clothing,16.15,4.3,10,1
loyal,18,210.8,Home & Kitchen,325.77,1.5,20,1
loyal,13,86.88,Sports,48.87,1.1,10,1
new,1,22.48,Clothing,42.13,4.4,0,0
new,2,39.55,Books,21.78,3.6,0,0
new,1,54.0,Electronics,1085.25,3.6,30,0
new,2,52.29,Electronics,719.39,1.1,0,0
loyal,16,296.83,Beauty,104.19,4.4,0,1
returning,9,84.98,Beauty,12.29,2.1,0,0
new,2,77.44,Books,25.03,4.9,10,0
new,3,41.52,Electronics,1082.72,4.6,30,0
new,3,50.42,Clothing,143.68,3.5,5,0
returning,7,114.13,Sports,242.91,2.4,10,0
returning,8,112.84,Clothing,32.18,3.6,40,1
loyal,16,149.23,Beauty,119.38,4.4,10,1
loyal,19,253.97,Clothing,15.66,1.4,20,1
new,2,52.45,Sports,106.48,4.2,0,0
returning,3,83.17,Sports,226.73,4.9,20,1
new,3,26.16,Electronics,438.06,2.8,0,0
returning,3,129.7,Beauty,150.93,1.8,50,1
loyal,19,200.36,Electronics,436.7,1.9,5,1
returning,4,70.5,Clothing,99.69,4.6,15,1
returning,8,41.4,Home & Kitchen,22.76,4.9,10,1
returning,4,81.19,Home & Kitchen,338.72,1.0,0,0
new,1,30.95,Clothing,185.53,3.8,30,0
new,2,25.65,Home & Kitchen,190.02,1.7,20,0
returning,3,96.25,Electronics,1096.91,1.7,30,0
returning,3,143.26,Electronics,893.37,4.7,10,1
